AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2020;1503;Milano Bocconi;LM-77;Management;MILANO;15;F;218
2020;6301;Napoli Federico II;LM-41;Corso di Laurea Magistrale in Medicina e Chirurgia;NAPOLI;63;F;218
2021;5801;Roma La Sapienza;L-20;Comunicazione Pubblica e d'Impresa;ROMA;58;F;218
2021;3801;Ferrara;L-22;Scienze Motorie;FERRARA;38;M;217
2020;6301;Napoli Federico II;L-18;Economia Aziendale;NAPOLI;63;F;217
2020;1201;Castellanza LIUC;LM-77;Economia Aziendale e Management;CASTELLANZA;12;M;217
2020;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;F;217
2019;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;F;217
2018;4301;Macerata;L-12;Discipline della Mediazione Linguistica;MACERATA;43;F;217
2019;1504;Milano Cattolica;LMG/01;Giurisprudenza;MILANO;15;F;217
2018;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;PALERMO;82;F;217
2018;7202;Bari Politecnico;L-09;Ingegneria Meccanica;BARI;72;M;217
2019;1502;Milano Politecnico;L-09;Ingegneria Gestionale;MILANO;15;M;216
2018;5801;Roma La Sapienza;LMG/01;Giurisprudenza;ROMA;58;M;216
2019;4801;Firenze;LM-41;Medicina e Chirurgia;FIRENZE;48;F;216
2019;5401;Perugia;L-24;Filosofia e Scienze e Tecniche Psicologiche;PERUGIA;54;F;216
2020;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;M;216
2020;3701;Bologna;L-19;Educatore nei Servizi per l'Infanzia;BOLOGNA;37;F;216
2020;7201;Bari;L-12;Comunicazione Linguistica e Interculturale;BARI;72;F;216
2021;1503;Milano Bocconi;LM-77;Management;MILANO;15;M;216
2021;2801;Padova;LM-85 bis;Scienze della Formazione Primaria;PADOVA;28;F;216
2021;6501;Salerno;L-18;Economia e Management;FISCIANO;65;M;216
2021;2801;Padova;L-36;Scienze Politiche, Relazioni Internazionali, Diritti Umani;PADOVA;28;F;215
2021;2801;Padova;L-09;Ingegneria Meccanica;PADOVA;28;M;215
2021;2801;Padova;L-12;Lingue, Letterature e Mediazione Culturale;PADOVA;28;F;215
2020;6501;Salerno;LMG/01;Giurisprudenza;FISCIANO;65;F;215
2018;5802;Roma Tor Vergata;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);ROMA;58;F;215
2019;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;M;215
2018;1502;Milano Politecnico;L-09;Ingegneria Gestionale;MILANO;15;M;214
2019;6301;Napoli Federico II;L-18;Economia Aziendale;NAPOLI;63;F;214
2020;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;M;214
2020;6303;Napoli L'Orientale;L-11;Lingue, Letterature e Culture dell'Europa e delle Americhe;NAPOLI;63;F;213
2021;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;F;213
2021;5815;Roma UNICUSANO - telematica;L-09;Ingegneria Industriale;ROMA;58;M;213
2018;1601;Bergamo;L-24;Scienze Psicologiche;BERGAMO;16;F;213
2018;2801;Padova;LM-85 bis;Scienze della Formazione Primaria;PADOVA;28;F;213
2019;101;Torino;LM-52;Scienze Internazionali;TORINO;1;F;213
2018;5815;Roma UNICUSANO - telematica;L-36;Scienze Politiche e Relazioni Internazionali;ROMA;58;F;213
2018;7201;Bari;L-12;Comunicazione Linguistica e Interculturale;BARI;72;F;212
2019;1502;Milano Politecnico;L-09;Ingegneria Energetica;MILANO;15;M;212
2018;2701;Venezia Cà Foscari;L-11;Lingue, Culture e Societa dell'Asia e dell'Africa Mediterranea;VENEZIA;27;F;212
2018;1503;Milano Bocconi;L-18;International Economics And Management;MILANO;15;M;212
2018;101;Torino;LM-41;Medicina e Chirurgia;TORINO;1;F;212
2018;5805;Roma LUISS;L-18;Economia e Management;ROMA;58;F;212
2018;5807;Roma Tre;L-18;Economia e Gestione Aziendale;ROMA;58;M;212
2018;3701;Bologna;L-03;Dams - Discipline delle Arti, della Musica e dello Spettacolo;BOLOGNA;37;F;212
2020;1501;Milano;L-36;Scienze Internazionali e Istituzioni Europee;MILANO;15;F;212
2020;2701;Venezia Cà Foscari;L-18;Economia Aziendale;VENEZIA;27;F;212
2021;3701;Bologna;L-19;Educatore nei Servizi per l'Infanzia;BOLOGNA;37;F;212
2021;101;Torino;L-15;Lingue e Culture per il Turismo;TORINO;1;F;212
2021;1601;Bergamo;L-24;Scienze Psicologiche;BERGAMO;16;F;211
2020;5815;Roma UNICUSANO - telematica;L-19;Scienze dell'Educazione e della Formazione;ROMA;58;F;211
2020;8201;Palermo;L-24;Scienze e Tecniche Psicologiche;PALERMO;82;F;211
2018;102;Torino Politecnico;L-17;Architettura;TORINO;1;F;211
2019;1504;Milano Cattolica;L-19;Scienze dell'Educazione e della Formazione;MILANO;15;F;210
2018;6303;Napoli L'Orientale;L-11;Lingue, Letterature e Culture dell'Europa e delle Americhe;NAPOLI;63;F;210
2021;3401;Parma;L-19;Scienze dell'Educazione e dei Processi Formativi;PARMA;34;F;210
2021;7202;Bari Politecnico;L-09;Ingegneria Meccanica;BARI;72;M;210
2020;7201;Bari;L-10;Lettere;BARI;72;F;209
2020;5807;Roma Tre;LM-85 bis;Scienze della Formazione Primaria;ROMA;58;F;209
2018;7201;Bari;LMG/01;Giurisprudenza;BARI;72;M;209
2019;1601;Bergamo;L-24;Scienze Psicologiche;BERGAMO;16;F;209
2019;2801;Padova;L-09;Ingegneria Meccanica;PADOVA;28;M;209
2018;101;Torino;L-20;Scienze della Comunicazione;TORINO;1;F;209
2019;5807;Roma Tre;LMG/01;Giurisprudenza;ROMA;58;M;209
2019;3701;Bologna;LM-85 bis;Scienze della Formazione Primaria;BOLOGNA;37;F;209
2020;1502;Milano Politecnico;L-09;Ingegneria Energetica;MILANO;15;M;208
2018;1502;Milano Politecnico;L-09;Ingegneria Energetica;MILANO;15;M;208
2018;4301;Macerata;L-19;Scienze dell'Educazione e della Formazione;MACERATA;43;F;208
2021;1503;Milano Bocconi;L-18;International Economics And Management;MILANO;15;F;208
2021;1502;Milano Politecnico;LM-21;Biomedical Engineering - Ingegneria Biomedica;MILANO;15;M;208
2021;5815;Roma UNICUSANO - telematica;LM-56;Scienze Economiche;ROMA;58;F;208
2021;1502;Milano Politecnico;LM-04;Architettura e Disegno Urbano;MILANO;15;F;207
2020;6501;Salerno;L-08;Ingegneria Informatica;FISCIANO;65;M;207
2018;1504;Milano Cattolica;L-19;Scienze dell'Educazione e della Formazione;MILANO;15;F;207
2019;101;Torino;L-33;Economia e Commercio;TORINO;1;M;207
2019;1501;Milano;L-36;Scienze Internazionali e Istituzioni Europee;MILANO;15;F;206
2020;3401;Parma;L-18;Economia e Management;PARMA;34;F;206
2019;6301;Napoli Federico II;LM-14;Corso di Laurea Magistrale in Filologia Moderna;NAPOLI;63;F;206
2019;7202;Bari Politecnico;L-09;Ingegneria Meccanica;BARI;72;M;206
2021;1502;Milano Politecnico;LM-20;Aeronautical Engineering - Ingegneria Aeronautica;MILANO;15;M;206
2021;1502;Milano Politecnico;L-08;Ingegneria Gestionale;MILANO;15;M;206
2021;102;Torino Politecnico;LM-25;Mechatronic Engineering (Ingegneria Meccatronica);TORINO;1;M;206
2020;6501;Salerno;L-18;Economia e Management;FISCIANO;65;M;205
2021;5814;Roma  Mercatorum - telematica;L-24;Scienze e Tecniche Psicologiche;ROMA;58;F;205
2021;6301;Napoli Federico II;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NAPOLI;63;F;205
2019;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;F;205
2020;4801;Firenze;LM-85 bis;Scienze della Formazione Primaria;FIRENZE;48;F;205
2020;5001;Pisa;L-11;Lingue e Letterature Straniere;PISA;50;F;204
2019;5805;Roma LUISS;LMG/01;Giurisprudenza;ROMA;58;M;204
2019;1501;Milano;LM-41;Medicina e Chirurgia;MILANO;15;M;204
2018;6301;Napoli Federico II;LM-41;Corso di Laurea Magistrale in Medicina e Chirurgia;NAPOLI;63;M;204
2021;6901;Chieti e Pescara;L-40;Sociologia e Criminologia;CHIETI;69;F;204
2021;1502;Milano Politecnico;LM-04;Architettura - Ambiente Costruito - Interni;MILANO;15;F;204
2020;6501;Salerno;L-18;Economia e Management;FISCIANO;65;F;203
2020;5809;Roma UNINT;LM-94;Interpretariato e Traduzione;ROMA;58;F;203
2021;5815;Roma UNICUSANO - telematica;LM-52;Relazioni Internazionali;ROMA;58;M;203
2018;5809;Roma UNINT;LM-94;Interpretariato e Traduzione;ROMA;58;F;203
2018;2801;Padova;L-09;Ingegneria Meccanica;PADOVA;28;M;203
2018;5806;Roma Foro Italico;L-22;Corso di Laurea in Scienze Motorie e Sportive;ROMA;58;M;203
2018;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);ROMA;58;M;203
2019;6501;Salerno;L-11;Lingue e Culture Straniere;FISCIANO;65;F;203
2020;4801;Firenze;LMG/01;Giurisprudenza;FIRENZE;48;F;203
2019;7101;Foggia;L-19;Scienze dell'Educazione e della Formazione;FOGGIA;71;F;202
2018;6307;Napoli Pegaso - telematica;L-22;Scienze Motorie;NAPOLI;63;F;202
2019;1301;Novedrate e-Campus - telematica;L-22;Scienze delle Attivita' Motorie e Sportive;NOVEDRATE;13;M;202
2019;1509;Milano Bicocca;L-31;Informatica;MILANO;15;M;202
2021;6501;Salerno;LMG/01;Giurisprudenza;FISCIANO;65;F;202
2020;7801;Calabria;L-19;Scienze dell'Educazione;RENDE;78;F;202
2020;8701;Catania;LM-41;Medicina e Chirurgia;CATANIA;87;F;202
2021;1503;Milano Bocconi;LM-77;Management;MILANO;15;F;201
2021;6304;Napoli Benincasa;L-24;Scienze e Tecniche di Psicologia Cognitiva;NAPOLI;63;F;201
2018;6601;L'Aquila;LM-51;Psicologia Applicata, Clinica e della Salute;L'AQUILA;66;F;201
2019;3401;Parma;L-19;Scienze dell'Educazione e dei Processi Formativi;PARMA;34;F;201
2020;5801;Roma La Sapienza;LM-59;Organizzazione e Marketing per la Comunicazione d'Impresa;ROMA;58;F;201
2020;5401;Perugia;L-24;Filosofia e Scienze e Tecniche Psicologiche;PERUGIA;54;F;200
2020;2801;Padova;L-12;Lingue, Letterature e Mediazione Culturale;PADOVA;28;F;200
2019;5802;Roma Tor Vergata;L-18;Economia e Management;ROMA;58;M;200
2018;6302;Napoli Parthenope;L-22;Scienze Motorie;NAPOLI;63;M;200
2018;1502;Milano Politecnico;LM-32;Computer Science And Engineering - Ingegneria Informatica;MILANO;15;M;200
2021;8701;Catania;LM-41;Medicina e Chirurgia;CATANIA;87;F;200
2021;4801;Firenze;LMG/01;Giurisprudenza;FIRENZE;48;F;200
2018;2801;Padova;L-12;Mediazione Linguistica e Culturale;PADOVA;28;F;199
2018;6501;Salerno;L-31;Informatica;FISCIANO;65;M;199
2019;1503;Milano Bocconi;L-18;Economia e Management per Arte, Cultura e Comunicazione;MILANO;15;F;199
2019;2701;Venezia Cà Foscari;L-11;Lingue, Civiltà e Scienze del Linguaggio;VENEZIA;27;F;199
2019;5809;Roma UNINT;LM-94;Interpretariato e Traduzione;ROMA;58;F;199
2020;201;Piemonte Orientale;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NOVARA;3;F;198
2020;5802;Roma Tor Vergata;L-18;Economia e Management;ROMA;58;M;198
2020;4201;Marche;L-33;Economia e Commercio;ANCONA;42;M;198
2018;1504;Milano Cattolica;L-12;Scienze Linguistiche per le Relazioni Internazionali ;MILANO;15;F;198
2018;101;Torino;LM-51;Psicologia Clinica: Salute e Interventi nella Comunita';TORINO;1;F;198
2021;8601;Enna KORE;LM-85 bis;Scienze della Formazione Primaria;ENNA;86;F;198
2021;201;Piemonte Orientale;L-18;Economia Aziendale;NOVARA;3;M;198
2020;7201;Bari;L-19;Scienze dell'Educazione e della Formazione;BARI;72;F;197
2021;6501;Salerno;L-18;Economia e Management;FISCIANO;65;F;197
2018;1202;Insubria;L-12;Scienze della Mediazione Interlinguistica e Interculturale;COMO;13;F;197
2019;2801;Padova;L-08;Ingegneria dell'Informazione;PADOVA;28;M;197
2019;7201;Bari;L-39;Scienze del Servizio Sociale;BARI;72;F;197
2020;3701;Bologna;LM-85 bis;Scienze della Formazione Primaria;BOLOGNA;37;F;196
2020;5805;Roma LUISS;LMG/01;Giurisprudenza;ROMA;58;M;196
2020;5001;Pisa;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PISA;50;F;196
2018;1503;Milano Bocconi;L-18;Economia e Finanza;MILANO;15;M;196
2018;1502;Milano Politecnico;L-17;Progettazione dell’Architettura;MILANO;15;F;196
2018;102;Torino Politecnico;LM-30;Ingegneria Energetica e Nucleare;TORINO;1;M;196
2021;5816;Roma San Raffaele - telematica;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;ROMA;58;M;196
2021;5001;Pisa;L-18;Economia Aziendale;PISA;50;F;195
2021;102;Torino Politecnico;L-17;Architettura;TORINO;1;F;195
2018;1502;Milano Politecnico;L-08;Ingegneria Gestionale;MILANO;15;M;195
2018;5001;Pisa;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PISA;50;F;195
2018;3601;Modena e Reggio Emilia;L-19;Scienze dell'Educazione;REGGIO NELL'EMILIA;35;F;195
2020;5801;Roma La Sapienza;L-24;Psicologia e Salute;ROMA;58;F;195
2020;1601;Bergamo;L-24;Scienze Psicologiche;BERGAMO;16;F;195
2019;7201;Bari;L-10;Lettere;BARI;72;F;195
2019;5807;Roma Tre;L-18;Economia e Gestione Aziendale;ROMA;58;M;195
2019;6306;Napoli Vanvitelli;LMG/01;Giurisprudenza;SANTA MARIA CAPUA VETERE;61;F;195
2020;1504;Milano Cattolica;LMG/01;Giurisprudenza;MILANO;15;F;194
2020;2801;Padova;L-24;Scienze Psicologiche dello Sviluppo, della Personalità e delle Relazioni Interpersonali;PADOVA;28;F;194
2018;1503;Milano Bocconi;L-18;International Economics And Management;MILANO;15;F;194
2018;1504;Milano Cattolica;L-24;Scienze e Tecniche Psicologiche;MILANO;15;F;194
2018;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;PALERMO;82;F;194
2021;4801;Firenze;LM-85 bis;Scienze della Formazione Primaria;FIRENZE;48;F;194
2021;7201;Bari;L-39;Scienze del Servizio Sociale;BARI;72;F;193
2021;1301;Novedrate e-Campus - telematica;LMG/01;Giurisprudenza;NOVEDRATE;13;F;193
2021;1509;Milano Bicocca;L-31;Informatica;MILANO;15;M;193
2018;6301;Napoli Federico II;L-18;Economia Aziendale;NAPOLI;63;F;193
2019;1503;Milano Bocconi;LM-77;Marketing Management;MILANO;15;F;193
2020;1503;Milano Bocconi;L-18;International Economics And Management;MILANO;15;M;193
2020;1504;Milano Cattolica;L-12;Scienze Linguistiche per le Relazioni Internazionali;MILANO;15;F;193
2020;2801;Padova;LM-41;Medicina e Chirurgia;PADOVA;28;M;193
2020;5001;Pisa;L-18;Economia Aziendale;PISA;50;F;192
2020;101;Torino;LM-52;Scienze Internazionali;TORINO;1;F;192
2019;5815;Roma UNICUSANO - telematica;LM-51;Psicologia;ROMA;58;F;192
2019;6301;Napoli Federico II;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NAPOLI;63;F;192
2018;6301;Napoli Federico II;LM-77;Economia Aziendale;NAPOLI;63;F;192
2018;1502;Milano Politecnico;L-04;Design degli Interni;MILANO;15;F;192
2018;4801;Firenze;L-18;Economia Aziendale;FIRENZE;48;F;192
2021;1509;Milano Bicocca;L-18;Marketing, Comunicazione Aziendale e Mercati Globali;MILANO;15;F;192
2021;1202;Insubria;L-33;Economia e Management;VARESE;12;M;192
2020;8301;Messina;L-24;Scienze e Tecniche Psicologiche;MESSINA;83;F;192
2020;5807;Roma Tre;LMG/01;Giurisprudenza;ROMA;58;M;192
2020;5816;Roma San Raffaele - telematica;LM-61;Scienze della Nutrizione Umana;ROMA;58;M;192
2021;6301;Napoli Federico II;L-08;Ingegneria Informatica;NAPOLI;63;M;192
2021;3601;Modena e Reggio Emilia;L-18;Marketing e Organizzazione d'Impresa;REGGIO NELL'EMILIA;35;F;192
2021;5816;Roma San Raffaele - telematica;LM-61;Scienze della Nutrizione Umana;ROMA;58;M;192
2021;6301;Napoli Federico II;L-13;Scienze Biologiche;NAPOLI;63;F;191
2021;7201;Bari;LM-41;Medicina e Chirurgia;BARI;72;F;191
2020;6304;Napoli Benincasa;L-24;Scienze e Tecniche di Psicologia Cognitiva;NAPOLI;63;F;191
2018;201;Piemonte Orientale;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);NOVARA;3;F;191
2018;1001;Genova;L-11;Lingue e Culture Moderne;GENOVA;10;F;191
2019;101;Torino;LM-85 bis;Scienze della Formazione Primaria;TORINO;1;F;191
2019;5801;Roma La Sapienza;LM-04cu;Architettura;ROMA;58;F;191
2020;102;Torino Politecnico;LM-20;Ingegneria Aerospaziale;TORINO;1;M;191
2019;8701;Catania;L-18;Economia Aziendale;CATANIA;87;M;190
2019;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;TORINO;1;F;190
2018;6901;Chieti e Pescara;LM-51;Psicologia Clinica e della Salute;CHIETI;69;F;190
2021;3701;Bologna;LM-41;Medicina e Chirurgia;BOLOGNA;37;F;190
2021;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;NAPOLI;63;F;189
2020;6301;Napoli Federico II;L-13;Scienze Biologiche;NAPOLI;63;F;189
2020;7202;Bari Politecnico;L-09;Ingegneria Meccanica;BARI;72;M;189
2021;1503;Milano Bocconi;L-18;Economia e Finanza;MILANO;15;M;189
2021;1509;Milano Bicocca;LMG/01;Giurisprudenza;MILANO;15;F;189
2021;1504;Milano Cattolica;LMG/01;Giurisprudenza;MILANO;15;F;189
2018;5815;Roma UNICUSANO - telematica;LM-51;Psicologia;ROMA;58;F;189
2018;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;F;189
2018;8701;Catania;L-18;Economia Aziendale;CATANIA;87;M;189
2020;1301;Novedrate e-Campus - telematica;L-33;Economia;NOVEDRATE;13;F;189
2020;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;TORINO;1;F;188
2020;3801;Ferrara;L-13;Scienze Biologiche;FERRARA;38;F;188
2019;3401;Parma;L-18;Economia e Management;PARMA;34;F;188
2019;8601;Enna KORE;LM-85 bis;Scienze della Formazione Primaria;ENNA;86;F;188
2018;6301;Napoli Federico II;LM-41;Corso di Laurea Magistrale in Medicina e Chirurgia;NAPOLI;63;F;188
2019;2801;Padova;L-18;Economia;PADOVA;28;M;188
2018;1503;Milano Bocconi;LM-77;Economia e Management delle Istituzioni e dei Mercati Finanziari - Finance;MILANO;15;M;188
2021;102;Torino Politecnico;LM-21;Ingegneria Biomedica;TORINO;1;F;188
2020;8701;Catania;LMG/01;Giurisprudenza ;CATANIA;87;F;188
2021;5801;Roma La Sapienza;L-24;Psicologia e Salute;ROMA;58;F;188
2020;5815;Roma UNICUSANO - telematica;LMG/01;Giurisprudenza;ROMA;58;F;187
2020;6501;Salerno;L-31;Informatica;FISCIANO;65;M;187
2018;5801;Roma La Sapienza;L-10;Lettere Moderne;ROMA;58;F;187
2019;1502;Milano Politecnico;L-08;Ingegneria Gestionale;MILANO;15;M;187
2018;6301;Napoli Federico II;LM-06;Scienze Biologiche;NAPOLI;63;F;187
2020;4301;Macerata;L-19;Scienze dell'Educazione e della Formazione;MACERATA;43;F;187
2020;5001;Pisa;L-18;Economia Aziendale;PISA;50;M;186
2020;101;Torino;L-31;Informatica;TORINO;1;M;186
2020;102;Torino Politecnico;LM-31;Ingegneria Gestionale;TORINO;1;F;186
2020;102;Torino Politecnico;L-09;Ingegneria Biomedica;TORINO;1;F;186
2019;8201;Palermo;LM-85 bis;Scienze della Formazione Primaria;PALERMO;82;F;186
2019;5802;Roma Tor Vergata;LM-77;Economia e Management;ROMA;58;M;186
2018;6306;Napoli Vanvitelli;L-24;Scienze e Tecniche Psicologiche;CASERTA;61;F;186
2018;7901;Catanzaro;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CATANZARO;79;F;186
2019;2801;Padova;L-36;Scienze Politiche, Relazioni Internazionali, Diritti Umani;PADOVA;28;F;186
2019;1502;Milano Politecnico;LM-21;Biomedical Engineering - Ingegneria Biomedica;MILANO;15;F;186
2018;1502;Milano Politecnico;LM-21;Biomedical Engineering - Ingegneria Biomedica;MILANO;15;F;186
2020;8701;Catania;LM-41;Medicina e Chirurgia;CATANIA;87;M;186
2020;8601;Enna KORE;LM-85 bis;Scienze della Formazione Primaria;ENNA;86;F;186
2021;1504;Milano Cattolica;LM-85 bis;Scienze della Formazione Primaria;MILANO;15;F;186
2021;2301;Verona;L-19;Scienze dell'Educazione;VERONA;23;F;186
2021;4101;Urbino;LM-85 bis;Scienze della Formazione Primaria;URBINO;41;F;186
2021;4201;Marche;L-33;Economia e Commercio;ANCONA;42;M;186
2021;4801;Firenze;L-09;Ingegneria Meccanica;FIRENZE;48;M;186
2021;6501;Salerno;L-08;Ingegneria Informatica;FISCIANO;65;M;185
2021;6301;Napoli Federico II;L-24;Corso di Laurea in Scienze e Tecniche Psicologiche;NAPOLI;63;F;185
2021;8201;Palermo;LM-41;Medicina e Chirurgia;PALERMO;82;M;185
2021;2801;Padova;L-18;Economia;PADOVA;28;M;185
2021;2801;Padova;L-24;Scienze Psicologiche dello Sviluppo, della Personalità e delle Relazioni Interpersonali;PADOVA;28;F;185
2021;201;Piemonte Orientale;L-18;Economia Aziendale;NOVARA;3;F;185
2018;1502;Milano Politecnico;L-09;Ingegneria Biomedica;MILANO;15;F;185
2018;5001;Pisa;L-11;Lingue e Letterature Straniere;PISA;50;F;185
2019;1504;Milano Cattolica;LM-41;Medicina e Chirurgia;ROMA;58;F;185
2019;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);ROMA;58;M;185
2019;6307;Napoli Pegaso - telematica;L-19;Scienze dell'Educazione e della Formazione;NAPOLI;63;M;185
2020;2801;Padova;L-09;Ingegneria Gestionale;VICENZA;24;M;185
2020;2701;Venezia Cà Foscari;L-33;Economia e Commercio;VENEZIA;27;M;185
2020;1503;Milano Bocconi;L-18;Economia e Management per Arte, Cultura e Comunicazione;MILANO;15;F;184
2019;6501;Salerno;L-18;Economia e Management;FISCIANO;65;F;184
2018;101;Torino;LM-85 bis;Scienze della Formazione Primaria;TORINO;1;F;184
2018;1504;Milano Cattolica;LM-41;Medicina e Chirurgia;ROMA;58;F;183
2019;1001;Genova;L-11;Lingue e Culture Moderne;GENOVA;10;F;183
2019;6901;Chieti e Pescara;LM-51;Psicologia Clinica e della Salute;CHIETI;69;F;183
2019;5001;Pisa;LMG/01;Giurisprudenza;PISA;50;F;183
2019;5001;Pisa;L-11;Lingue e Letterature Straniere;PISA;50;F;183
2020;102;Torino Politecnico;L-08;Ingegneria Elettronica;TORINO;1;M;183
2020;1301;Novedrate e-Campus - telematica;L-14;Servizi Giuridici;NOVEDRATE;13;M;183
2020;4301;Macerata;LM-85;Scienze Pedagogiche;MACERATA;43;F;183
2020;3601;Modena e Reggio Emilia;L-12;Lingue e Culture Europee;MODENA;36;F;183
2021;1504;Milano Cattolica;L-20;Linguaggi dei Media;MILANO;15;F;183
2020;5815;Roma UNICUSANO - telematica;L-18;Economia Aziendale e Management,;ROMA;58;F;183
2020;6301;Napoli Federico II;L-09;Corso di Laurea in Ingegneria Gestionale della Logistica e della Produzione;NAPOLI;63;M;183
2021;7202;Bari Politecnico;L-08;Ingegneria Informatica e dell'Automazione;BARI;72;M;183
2021;3701;Bologna;L-18;Economia e Commercio;FORLI';40;F;182
2020;7201;Bari;LMG/01;Giurisprudenza;BARI;72;M;182
2021;1501;Milano;LM-41;Medicina e Chirurgia;MILANO;15;M;182
2021;1202;Insubria;L-20;Scienze della Comunicazione;VARESE;12;F;182
2020;3601;Modena e Reggio Emilia;LM-38;Languages For Communication in International Enterprises And Organizations - Lingue per la Comunicazione nell'Impresa e nelle Organizzazioni Internazionali;MODENA;36;F;182
2019;3701;Bologna;L-36;Scienze Politiche, Sociali e Internazionali;BOLOGNA;37;M;182
2019;8301;Messina;L-24;Scienze e Tecniche Psicologiche;MESSINA;83;F;182
2019;6501;Salerno;L-19;Scienze dell'Educazione;FISCIANO;65;F;182
2019;102;Torino Politecnico;L-09;Ingegneria Gestionale;TORINO;1;M;182
2019;1503;Milano Bocconi;L-18;Economia e Management Internazionale;MILANO;15;M;182
2019;1509;Milano Bicocca;LM-51;Psicologia Clinica e Neuropsicologia Nel Ciclo di Vita;MILANO;15;F;182
2018;7801;Calabria;L-19;Scienze dell'Educazione;RENDE;78;F;182
2018;7201;Bari;L-10;Lettere;BARI;72;F;182
2018;6901;Chieti e Pescara;L-12;Mediazione Linguistica e Comunicazione Interculturale;PESCARA;68;F;181
2018;6301;Napoli Federico II;LM-14;Corso di Laurea Magistrale in Filologia Moderna;NAPOLI;63;F;181
2019;1503;Milano Bocconi;L-18;Economia e Finanza;MILANO;15;M;181
2019;1202;Insubria;L-12;Scienze della Mediazione Interlinguistica e Interculturale;COMO;13;F;181
2018;101;Torino;L-36;Scienze Internazionali, dello Sviluppo e della Cooperazione;TORINO;1;F;181
2018;1503;Milano Bocconi;L-18;Economia e Management per Arte, Cultura e Comunicazione;MILANO;15;F;181
2018;5803;Roma LUMSA;L-24;Scienze e Tecniche Psicologiche;ROMA;58;F;181
2019;6501;Salerno;L-31;Informatica;FISCIANO;65;M;181
2019;3701;Bologna;L-19;Educatore nei Servizi per l'Infanzia;BOLOGNA;37;F;181
2020;1001;Genova;L-11;Lingue e Culture Moderne;GENOVA;10;F;181
2020;1502;Milano Politecnico;L-17;Progettazione dell’Architettura;MILANO;15;M;181
2021;1701;Brescia;L-18;Economia e Gestione Aziendale;BRESCIA;17;M;181
2020;5807;Roma Tre;L-12;Lingue e Mediazione Linguistico-Culturale;ROMA;58;F;181
2020;6306;Napoli Vanvitelli;LM-41;Medicina e Chirurgia;NAPOLI;63;F;181
2021;3801;Ferrara;L-02;Biotecnologie;FERRARA;38;M;181
2021;4301;Macerata;LM-85;Scienze Pedagogiche;MACERATA;43;F;181
2021;5803;Roma LUMSA;L-24;Scienze e Tecniche Psicologiche;ROMA;58;F;181
2021;7201;Bari;LM-41;Medicina e Chirurgia;BARI;72;M;181
2021;6501;Salerno;L-19;Scienze dell'Educazione;FISCIANO;65;F;181
2021;8701;Catania;LM-41;Medicina e Chirurgia;CATANIA;87;M;181
2021;9001;Sassari;L-19;Scienze dell'Educazione;SASSARI;90;F;181
2021;5801;Roma La Sapienza;L-10;Lettere Moderne;ROMA;58;F;180
2021;1301;Novedrate e-Campus - telematica;L-07;Ingegneria Civile e Ambientale;NOVEDRATE;13;M;180
2021;102;Torino Politecnico;L-09;Ingegneria Gestionale;TORINO;1;M;180
2021;101;Torino;LM-38;Lingue Straniere per la Comunicazione Internazionale;TORINO;1;F;180
2020;1503;Milano Bocconi;LM-77;Amministrazione, Finanza Aziendale e Controllo - Accounting, Financial Management And Control;MILANO;15;M;180
2020;1504;Milano Cattolica;L-12;Scienze Linguistiche;BRESCIA;17;F;180
2019;3701;Bologna;LM-89;Arti Visive;BOLOGNA;37;F;180
2019;6304;Napoli Benincasa;L-24;Scienze e Tecniche di Psicologia Cognitiva;NAPOLI;63;F;180
2019;5807;Roma Tre;LM-85 bis;Scienze della Formazione Primaria;ROMA;58;F;180
