ANNO_LAUREA;COD_Ateneo;NomeOperativo;NUMERO;NOME_CORSO;COMUNE;ID_PROVINCIA_ISTAT;ID_SESSO;laureati
2018;7901;Catanzaro;46/S;Medicina e Chirurgia;CATANZARO;79;F;17
2018;6701;Teramo;LM-63;Scienze delle Amministrazioni;TERAMO;67;F;17
2018;6601;L'Aquila;L-07;Ingegneria Civile e Ambientale;L'AQUILA;66;F;17
2018;6601;L'Aquila;L-12;Lingue e Mediazione Culturale;L'AQUILA;66;F;17
2018;6501;Salerno;LM-78;Filosofia;FISCIANO;65;F;17
2018;6501;Salerno;LM-04cu;Ingegneria Edile-Architettura;FISCIANO;65;M;17
2018;6501;Salerno;L-35;Matematica;FISCIANO;65;M;17
2018;6501;Salerno;LM-02;Archeologia e Culture Antiche;FISCIANO;65;F;17
2018;6302;Napoli Parthenope;LM-31;Ingegneria Gestionale;NAPOLI;63;F;17
2018;6306;Napoli Vanvitelli;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);GROTTAMINARDA;64;F;17
2018;6306;Napoli Vanvitelli;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);NAPOLI;63;F;17
2018;6306;Napoli Vanvitelli;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);NAPOLI;63;F;17
2018;6306;Napoli Vanvitelli;LM-62;Scienze della Politica;CASERTA;61;F;17
2018;6901;Chieti e Pescara;LM/SNT1;Scienze Infermieristiche e Ostetriche;CHIETI;69;F;17
2018;6901;Chieti e Pescara;LM-74;Scienze e Tecnologie Geologiche;CHIETI;69;F;17
2018;7001;Molise;L-22;Scienze Motorie e Sportive;CAMPOBASSO;70;F;17
2018;7201;Bari;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);BRINDISI;74;M;17
2018;7201;Bari;47/S;Medicina Veterinaria;BARI;72;F;17
2018;7101;Foggia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MATERA;77;F;17
2018;7101;Foggia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);FOGGIA;71;M;17
2018;7501;Salento;L-40;Sociologia;LECCE;75;M;17
2018;7501;Salento;LM-32;Computer Engineering;LECCE;75;M;17
2018;7201;Bari;LM-46;Odontoiatria e Protesi Dentaria;BARI;72;M;17
2018;7201;Bari;L-34;Scienze Geologiche;BARI;72;F;17
2018;7201;Bari;L-31;Informatica e Comunicazione Digitale;BARI;72;M;17
2018;7201;Bari;L-28;Scienze e Gestione delle Attivita' Marittime;TARANTO;73;F;17
2018;7201;Bari;L-27;Chimica;BARI;72;F;17
2018;7201;Bari;L-19;Scienze dell'Educazione;BARI;72;F;17
2019;1701;Brescia;L-07;Ingegneria Civile;BRESCIA;17;M;17
2019;1701;Brescia;L-07;Ingegneria per l'Ambiente e il Territorio;BRESCIA;17;F;17
2019;1510;Rozzano (MI) Humanitas University;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);ROZZANO;15;M;17
2019;1501;Milano;LM-63;Amministrazioni e Politiche Pubbliche;MILANO;15;M;17
2019;1501;Milano;LM-77;Management dell'Innovazione e Imprenditorialita;MILANO;15;M;17
2019;1501;Milano;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Assistenziali;MILANO;15;F;17
2019;1501;Milano;LM-08;Molecular Biotechnology And Bioinformatics - Biotecnologie Molecolari e Bioinformatica;MILANO;15;M;17
2019;1502;Milano Politecnico;LM-12;Design degli Interni - Interior Design;MILANO;15;M;17
2019;1502;Milano Politecnico;LM-24;Building And Architectural Engineering;LECCO;97;F;17
2019;1504;Milano Cattolica;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);ROMA;58;M;17
2019;1504;Milano Cattolica;L-05;Filosofia;MILANO;15;F;17
2019;1503;Milano Bocconi;L-33;International Economics And Finance;MILANO;15;M;17
2019;1504;Milano Cattolica;LM-83;Data Science And Actuarial Sciences;MILANO;15;M;17
2019;1504;Milano Cattolica;LM-50;Progettazione Pedagogica e Formazione delle Risorse Umane;BRESCIA;17;F;17
2019;1504;Milano Cattolica;L-26;Scienze e Tecnologie Alimentari;PIACENZA;33;M;17
2019;1504;Milano Cattolica;L-40;Sociologia;MILANO;15;F;17
2018;9201;Cagliari;L-13;Biologia;CAGLIARI;92;M;17
2018;9201;Cagliari;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);CAGLIARI;92;F;17
2018;9001;Sassari;LM-75;Gestione dell'Ambiente e del Territorio;SASSARI;90;F;17
2018;9201;Cagliari;LM-33;Ingegneria Meccanica;CAGLIARI;92;M;17
2018;9201;Cagliari;L-27;Chimica;CAGLIARI;92;M;17
2018;9201;Cagliari;L-32;Scienze Naturali;CAGLIARI;92;F;17
2019;101;Torino;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);TORINO;1;M;17
2019;101;Torino;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);TORINO;1;F;17
2019;101;Torino;L-22;Scienze delle Attivita Motorie e Sportive;ASTI;5;F;17
2019;102;Torino Politecnico;L-07;Ingegneria per l'Ambiente e il Territorio;TORINO;1;F;17
2019;101;Torino;LM-06;Biologia dell'Ambiente;TORINO;1;M;17
2019;1001;Genova;LM-29;Ingegneria Elettronica;GENOVA;10;M;17
2019;1001;Genova;LM-22;Ingegneria Chimica e di Processo;GENOVA;10;M;17
2019;1001;Genova;L-04;Design;GENOVA;10;F;17
2019;1001;Genova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);IMPERIA;8;F;17
2019;102;Torino Politecnico;LM-53ante21;Ingegneria dei Materiali;TORINO;1;F;17
2019;1202;Insubria;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);VARESE;12;F;17
2019;1202;Insubria;LM-77;Economia, Diritto e Finanza D?Impresa (Edifi);VARESE;12;F;17
2019;1301;Novedrate e-Campus - telematica;L-07;Ingegneria Civile e Ambientale;NOVEDRATE;13;F;17
2019;3001;Udine;LM-68;Scienza dello Sport;UDINE;30;M;17
2019;3001;Udine;LM-77;Banca e Finanza;UDINE;30;M;17
2019;2801;Padova;LM-88;Culture, Formazione e Societa' Globale;PADOVA;28;F;17
2019;3401;Parma;L-05;Studi Filosofici;PARMA;34;M;17
2019;3401;Parma;L-08;Ingegneria Informatica, Elettronica e delle Telecomunicazioni;PARMA;34;F;17
2019;3401;Parma;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);PARMA;34;M;17
2019;2801;Padova;LM-63;Scienze del Governo e Politiche Pubbliche;PADOVA;28;M;17
2019;2801;Padova;LM-52;Politica Internazionale e Diplomazia;PADOVA;28;M;17
2019;2801;Padova;LM-08;Biotecnologie Industriali;PADOVA;28;F;17
2019;2801;Padova;LM-27;Ingegneria delle Telecomunicazioni;PADOVA;28;M;17
2019;2801;Padova;LM-42;Medicina Veterinaria;LEGNARO;28;M;17
2019;2801;Padova;L-42;Storia;PADOVA;28;F;17
2019;2801;Padova;L-41;Statistica per le Tecnologie e le Scienze;PADOVA;28;M;17
2019;2301;Verona;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);VICENZA;24;M;17
2019;2301;Verona;L-11;Lingue e Letterature Straniere;VERONA;23;M;17
2019;2701;Ca' Foscari Venezia;LM-75;Scienze Ambientali;VENEZIA;27;F;17
2019;2701;Ca' Foscari Venezia;L-43;Tecnologie per la Conservazione e il Restauro;VENEZIA;27;F;17
2019;2701;Ca' Foscari Venezia;LM-01;Antropologia Culturale, Etnologia, Etnolinguistica;VENEZIA;27;F;17
2019;2201;Trento;L-08;Ingegneria Elettronica e delle Telecomunicazioni;TRENTO;22;M;17
2019;2201;Trento;L-09;Ingegneria Industriale;TRENTO;22;F;17
2019;2301;Verona;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);TRENTO;22;M;17
2019;2201;Trento;LM-18;Informatica;TRENTO;22;F;17
2019;1801;Pavia;L-34;Scienze Geologiche;PAVIA;18;M;17
2019;3701;Bologna;L-11;Lingue, Mercati e Culture dell'Asia;BOLOGNA;37;M;17
2019;3701;Bologna;L-38;Produzioni Animali;BOLOGNA;37;F;17
2019;3701;Bologna;LM-08;Biotecnologie Molecolari e Industriali;BOLOGNA;37;F;17
2019;3701;Bologna;LM-37;Letterature Moderne, Comparate e Postcoloniali;BOLOGNA;37;M;17
2019;3601;Modena e Reggio Emilia;LM-13ante22;Chimica e Tecnologia Farmaceutiche;MODENA;36;M;17
2019;3401;Parma;LM-89;Storia e Critica delle Arti e dello Spettacolo;PARMA;34;F;17
2019;3601;Modena e Reggio Emilia;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);REGGIO NELL'EMILIA;35;F;17
2019;4101;Urbino;LM-06;Biologia Molecolare, Sanitaria e della Nutrizione;URBINO;41;M;17
2019;3801;Ferrara;LM-67;Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata;FERRARA;38;F;17
2019;3801;Ferrara;LM-54;Scienze Chimiche;FERRARA;38;M;17
2019;3801;Ferrara;LM-56;Economia, Mercati e Management;FERRARA;38;F;17
2019;3701;Bologna;LM-88;Sociologia e Servizio Sociale;BOLOGNA;37;F;17
2019;3801;Ferrara;L-11;Letterature e Lingue Moderne e Classiche;FERRARA;38;F;17
2019;3701;Bologna;LM-67;Scienze e Tecniche dell'Attivita Motoria Preventiva e Adattata;BOLOGNA;37;M;17
2019;3701;Bologna;LM-67;Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata;RIMINI;99;F;17
2019;3701;Bologna;LM-69;International Horticultural Science/ortofrutticoltura Internazionale;BOLOGNA;37;F;17
2019;4201;Marche;L-26;Scienze e Tecnologie Alimentari;ANCONA;42;F;17
2019;4301;Macerata;L-11;Lingue e Culture Straniere Occidentali e Orientali;MACERATA;43;M;17
2019;5001;Pisa;LM-43;Informatica Umanistica;PISA;50;F;17
2019;5001;Pisa;LM-22;Ingegneria Chimica;PISA;50;M;17
2019;5001;Pisa;LM-14;Italianistica;PISA;50;M;17
2019;5001;Pisa;LM-77;Marketing e Ricerche di Mercato;PISA;50;M;17
2019;5001;Pisa;LM-77;Banca, Finanza Aziendale e Mercati Finanziari;PISA;50;F;17
2019;5001;Pisa;L-23;Ingegneria Civile Ambientale e Edile;PISA;50;M;17
2019;5001;Pisa;L-31;Informatica;PISA;50;F;17
2019;5001;Pisa;L-09;Ingegneria Aerospaziale;PISA;50;F;17
2019;4302;Camerino;LM-42;Medicina Veterinaria;MATELICA;43;F;17
2019;4301;Macerata;LM-78;Scienze Filosofiche;MACERATA;43;M;17
2019;4801;Firenze;LM-82;Statistica, Scienze Attuariali e Finanziarie;FIRENZE;48;M;17
2019;4801;Firenze;LM-06;Biologia;FIRENZE;48;M;17
2019;5801;Roma La Sapienza;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);ROMA;58;F;17
2019;5801;Roma La Sapienza;L-08;Ingegneria dell'Informazione;LATINA;59;M;17
2019;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);VITERBO;56;M;17
2019;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);POMEZIA;58;M;17
2019;5801;Roma La Sapienza;LM-08;Biotecnologie Genomiche, Industriali ed Ambientali;ROMA;58;F;17
2019;5801;Roma La Sapienza;LM-12;Design del Prodotto;ROMA;58;F;17
2019;5801;Roma La Sapienza;L-32;Scienze Ambientali;ROMA;58;M;17
2019;5601;Tuscia;L-18;Economia Aziendale;CIVITAVECCHIA;58;M;17
2019;5601;Tuscia;L-21;Pianificazione e Progettazione del Paesaggio e dell'Ambiente;VITERBO;56;F;17
2019;5401;Perugia;LM-16;Finanza e Metodi Quantitativi per l'Economia;PERUGIA;54;F;17
2019;5401;Perugia;LM-77;Amministrazione Aziendale;PERUGIA;54;M;17
2019;5801;Roma La Sapienza;LM-24;Ingegneria delle Costruzioni Edili e dei Sistemi Ambientali;RIETI;57;M;17
2019;5801;Roma La Sapienza;LM-25;Ingegneria Automatica;ROMA;58;M;17
2019;5801;Roma La Sapienza;LM-56;Analisi Economica delle Istituzioni Internazionali;ROMA;58;F;17
2019;5801;Roma La Sapienza;LM-59;Comunicazione, Valutazione e Ricerca Sociale per le Organizzazioni;ROMA;58;F;17
2019;5802;Roma Tor Vergata;LM-77;Business Administration-Gestione d'Impresa;ROMA;58;M;17
2019;5802;Roma Tor Vergata;LM-90;European Economy And Business Law;ROMA;58;M;17
2019;5802;Roma Tor Vergata;LM-16;Finance And Banking - Finanza e Banca;ROMA;58;M;17
2019;5802;Roma Tor Vergata;LM-06;Biologia Evoluzionistica, Ecologia e Antropologia Applicata;ROMA;58;F;17
2019;5807;Roma Tre;L-19;Scienze dell'Educazione;ROMA;58;M;17
2019;5807;Roma Tre;L-36;Scienze Politiche per la Cooperazione e Lo Sviluppo;ROMA;58;M;17
2019;5806;Roma Foro Italico;LM-67;Attività Fisica e Salute;ROMA;58;M;17
2019;5817;Roma Link Campus;LMG/01;Laurea Magistrale in Giurisprudenza;ROMA;58;F;17
2019;5816;Roma San Raffaele - telematica;LM-67;Scienze e Tecniche delle Attivita Motorie Preventive e Adattate;ROMA;58;F;17
2019;6001;Cassino;L-14;Servizi Giuridici per le Organizzazioni Pubbliche e dello Sport;CASSINO;60;F;17
2019;6001;Cassino;LM-77;Management;CASSINO;60;F;17
2019;6001;Cassino;LM-56;Global Economy And Business - Economia e Strategie d'Impresa per il Mercato Globale;CASSINO;60;M;17
2019;5815;Roma UNICUSANO - telematica;L-24;Scienze Psicologiche del Lavoro e delle Organizzazioni;ROMA;58;M;17
2019;5810;Roma Marconi - telematica;L-19;Scienze dell'Educazione e della Formazione;ROMA;58;M;17
2019;5810;Roma Marconi - telematica;L-21;Scienze Geo-Cartografiche, Estimative ed Edilizie;ROMA;58;M;17
2019;5810;Roma Marconi - telematica;LM-33;Ingegneria Industriale;ROMA;58;M;17
2019;6301;Napoli Federico II;L-01;Corso di Laurea in Cultura e Amministrazione dei Beni Culturali;NAPOLI;63;M;17
2019;6301;Napoli Federico II;L/SNT3;Dietistica (Abilitante alla Professione Sanitaria di Dietista);NAPOLI;63;F;17
2019;6301;Napoli Federico II;L/SNT3;Tecniche di Radiologia Medica, per Immagini e Radioterapia (Abilitante alla Professione Sanitaria di Tecnico di Radiologia Medica);NAPOLI;63;M;17
2019;6501;Salerno;L-27;Chimica;FISCIANO;65;M;17
2019;6601;L'Aquila;LM-09;Biotecnologie Mediche;L'AQUILA;66;F;17
2019;6701;Teramo;L-02;Biotecnologie;MOSCIANO SANT'ANGELO;67;M;17
2019;7201;Bari;L-35;Matematica;BARI;72;F;17
2019;6901;Chieti e Pescara;LM-14;Filologia, Linguistica e Tradizioni Letterarie;CHIETI;69;M;17
2019;6901;Chieti e Pescara;LM-15;Filologia, Linguistica e Tradizioni Letterarie;CHIETI;69;F;17
2019;7001;Molise;LM-87;Servizio Sociale e Politiche Sociali;CAMPOBASSO;70;F;17
2019;7001;Molise;LM-70;Scienze e Tecnologie Alimentari;CAMPOBASSO;70;F;17
2019;7001;Molise;LM/SNT4;Scienze delle Professioni Sanitarie della Prevenzione;CAMPOBASSO;70;F;17
2019;7001;Molise;L-26;Scienze e Tecnologie Alimentari;CAMPOBASSO;70;F;17
2019;7101;Foggia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SAN GIOVANNI ROTONDO;71;F;17
2019;6301;Napoli Federico II;L-09;Scienza e Ingegneria dei Materiali;NAPOLI;63;M;17
2019;6301;Napoli Federico II;LM-33;Ingegneria Meccanica per la Progettazione e la Produzione;NAPOLI;63;F;17
2019;6302;Napoli Parthenope;LM-68;Scienze e Management dello Sport e delle Attività Motorie;NAPOLI;63;F;17
2019;6501;Salerno;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);BARONISSI;65;F;17
2019;6501;Salerno;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SALERNO;65;M;17
2019;6306;Napoli Vanvitelli;L-15;Scienze del Turismo;CASERTA;61;F;17
2019;8201;Palermo;LM-78;Scienze Filosofiche;PALERMO;82;F;17
2019;8201;Palermo;LM-30;Ingegneria Energetica e Nucleare;PALERMO;82;M;17
2019;8201;Palermo;LM-29;Ingegneria Elettronica;PALERMO;82;M;17
2019;8201;Palermo;L-32;Scienze della Natura e dell'Ambiente;PALERMO;82;M;17
2019;8201;Palermo;L-27;Chimica;PALERMO;82;M;17
2019;8201;Palermo;LM-13ante22;Chimica e Tecnologia Farmaceutiche;PALERMO;82;M;17
2019;8201;Palermo;LM-15;Scienze dell'Antichita;PALERMO;82;F;17
2019;8301;Messina;L-07;Ingegneria Civile e dei Sistemi Edilizi;MESSINA;83;M;17
2019;8301;Messina;LM/SNT3;Scienze delle Professioni Sanitarie Tecniche Diagnostiche;MESSINA;83;F;17
2019;7801;Calabria;L-34;Scienze Geologiche;RENDE;78;F;17
2019;7801;Calabria;LM-85 bis;Scienze della Formazione Primaria;RENDE;78;M;17
2019;7801;Calabria;LM-56;Economia e Commercio;RENDE;78;F;17
2019;7801;Calabria;LM-84;Scienze Storiche;RENDE;78;M;17
2019;7501;Salento;L-35;Matematica;LECCE;75;F;17
2019;7501;Salento;L-30;Fisica;LECCE;75;M;17
2019;7501;Salento;L-02;Biotecnologie;LECCE;75;M;17
2019;7501;Salento;L-05;Filosofia;LECCE;75;F;17
2019;7202;Bari Politecnico;LM-28;Ingegneria Elettrica;BARI;72;M;17
2020;1508;Milano San Raffaele;LM-51;Cognitive Psychology in Health Communication;MILANO;15;F;17
2020;1508;Milano San Raffaele;LM-78;Filosofia del Mondo Contemporaneo;MILANO;15;F;17
2020;1509;Milano Bicocca;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MONZA;108;M;17
2020;1509;Milano Bicocca;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);MONZA;108;F;17
2020;1504;Milano Cattolica;L-26;Scienze e Tecnologie Alimentari;CREMONA;19;M;17
2020;1504;Milano Cattolica;L-25;Scienze e Tecnologie Agrarie;PIACENZA;33;F;17
2020;1509;Milano Bicocca;LM-17;Fisica;MILANO;15;F;17
2020;1509;Milano Bicocca;LM-54;Scienze e Tecnologie Chimiche;MILANO;15;M;17
2020;1509;Milano Bicocca;LM-56;International Economics - Economia Internazionale;MILANO;15;M;17
2020;1509;Milano Bicocca;LM-58;Astrofisica e Fisica dello Spazio;MILANO;15;M;17
2020;1504;Milano Cattolica;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);ROMA;58;F;17
2020;1502;Milano Politecnico;L-23;Ingegneria e Tecniche per L?Edilizia e L?Architettura;MILANO;15;F;17
2020;1501;Milano;LM-77;Management Of Innovation And Entrepreneurship - Management dell'Innovazione e Imprenditorialità;MILANO;15;M;17
2020;1501;Milano;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);MILANO;15;M;17
2020;1501;Milano;L/SNT3;Tecniche di Laboratorio Biomedico (Abilitante alla Professione Sanitaria di Tecnico di Laboratorio Biomedico);MILANO;15;F;17
2020;1501;Milano;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);MILANO;15;M;17
2020;1301;Novedrate e-Campus - telematica;L-03;Design e Discipline della Moda;NOVEDRATE;13;F;17
2020;1301;Novedrate e-Campus - telematica;LM-23;Ingegneria Civile;NOVEDRATE;13;F;17
2020;1501;Milano;LM-69;Scienze della Produzione e Protezione delle Piante;MILANO;15;F;17
2020;1501;Milano;LM-45;Scienze della Musica e dello Spettacolo;MILANO;15;M;17
2020;1501;Milano;L-25;Valorizzazione e Tutela dell'Ambiente e del Territorio Montano;EDOLO;17;M;17
2020;1501;Milano;LM-06;Biologia Applicata alle Scienze della Nutrizione;MILANO;15;M;17
2020;101;Torino;L-30;Ottica e Optometria;TORINO;1;F;17
2019;9201;Cagliari;L-16;Amministrazione e Organizzazione;CAGLIARI;92;M;17
2019;9201;Cagliari;LM-18;Informatica;CAGLIARI;92;M;17
2020;101;Torino;L/SNT2;Tecnica della Riabilitazione Psichiatrica (Abilitante alla Professione Sanitaria di Tecnico della Riabilitazione Psichiatrica);ORBASSANO;1;F;17
2020;101;Torino;L/SNT4;Tecniche della Prevenzione nell'Ambiente e nei Luoghi di Lavoro (Abilitante alla Professione Sanitaria di Tecnico della Prevenzione nell'Ambiente e nei Luoghi di Lavoro);COLLEGNO;1;F;17
2019;9201;Cagliari;LM-89;Archeologia e Storia dell'Arte;CAGLIARI;92;F;17
2019;9001;Sassari;LM-42;Medicina Veterinaria;SASSARI;90;F;17
2019;9201;Cagliari;L-09;Ingegneria Biomedica;CAGLIARI;92;M;17
2019;9201;Cagliari;L-09;Ingegneria Elettrica ed Elettronica;CAGLIARI;92;M;17
2019;9001;Sassari;LM-06;Biologia Sperimentale ed Applicata;SASSARI;90;F;17
2019;9001;Sassari;L-18;Economia e Management del Turismo;OLBIA;104;M;17
2019;9001;Sassari;L-16;Scienze della Politica e dell'Amministrazione;SASSARI;90;M;17
2019;9001;Sassari;L-01;Scienze dei Beni Culturali;SASSARI;90;M;17
2019;8701;Catania;LM-32;Ingegneria Informatica;CATANIA;87;M;17
2019;8701;Catania;L-21;Pianificazione e Tutela del Territorio e del Paesaggio;CATANIA;87;F;17
2020;1001;Genova;L-05;Filosofia;GENOVA;10;F;17
2020;1001;Genova;L-42;Storia;GENOVA;10;M;17
2020;1202;Insubria;LM-77;Economia, Diritto e Finanza D’Impresa (Edifi);VARESE;12;F;17
2020;1001;Genova;LM-40;Matematica;GENOVA;10;F;17
2020;1001;Genova;LM-28;Ingegneria Elettrica;GENOVA;10;M;17
2020;1001;Genova;LM-19;Informazione ed Editoria;GENOVA;10;F;17
2020;201;Piemonte Orientale;LM-56;Economia, Management e Istituzioni;ALESSANDRIA;6;M;17
2020;102;Torino Politecnico;LM-24;Ingegneria Edile;TORINO;1;F;17
2020;101;Torino;LM-40;Stochastics And Data Science;TORINO;1;M;17
2020;101;Torino;LM-94;Traduzione;TORINO;1;M;17
2020;1801;Pavia;LM-51;Psicologia;PAVIA;18;M;17
2020;1801;Pavia;LM-21;Bioingegneria;PAVIA;18;M;17
2020;1801;Pavia;LM-04cu;Ingegneria Edile-Architettura;PAVIA;18;F;17
2020;1509;Milano Bicocca;LM-88;Analisi dei Processi Sociali;MILANO;15;F;17
2020;1601;Bergamo;L-05;Filosofia;BERGAMO;16;F;17
2020;1701;Brescia;L-07;Ingegneria Civile;BRESCIA;17;M;17
2020;1701;Brescia;L-14;Consulente del Lavoro e Giurista d'Impresa;BRESCIA;17;M;17
2020;2201;Trento;LM-77;Economia e Legislazione d'Impresa;TRENTO;22;F;17
2020;2301;Verona;L-31;Bioinformatica;VERONA;23;M;17
2020;2101;Bolzano;L-25;Scienze Agrarie e Agro-Ambientali;BOLZANO - BOZEN;21;M;17
2020;2201;Trento;LM-09;Biotecnologie Cellulari e Molecolari;TRENTO;22;F;17
2020;2801;Padova;L-25;Scienze e Tecnologie Agrarie;LEGNARO;28;F;17
2020;2701;Ca' Foscari Venezia;LM-39;Scienze del Linguaggio;VENEZIA;27;M;17
2020;2701;Ca' Foscari Venezia;LM-18;Computer Science;VENEZIA;27;M;17
2020;2701;Ca' Foscari Venezia;L-43;Tecnologie per la Conservazione e il Restauro;VENEZIA;27;F;17
2020;3001;Udine;L-20;Scienze e Tecnologie Multimediali;PORDENONE;93;M;17
2020;3001;Udine;L-03;Dams - Discipline dell'Audiovisivo, dei Media e dello Spettacolo;GORIZIA;31;F;17
2020;2801;Padova;LM-81;Local Development;PADOVA;28;F;17
2020;2801;Padova;LM-60;Scienze della Natura;PADOVA;28;F;17
2020;2801;Padova;LM-51;Cognitive Neuroscience And Clinical Neuropsychology;PADOVA;28;F;17
2020;2801;Padova;LM-26;Ingegneria della Sicurezza Civile e Industriale;PADOVA;28;F;17
2020;2801;Padova;LM-14;Filologia Moderna;PADOVA;28;M;17
2020;2801;Padova;LM-13ante22;Farmacia;PADOVA;28;M;17
2020;3701;Bologna;LM-73;Progettazione e Gestione degli Ecosistemi Agro-Territoriali, Forestali e del Paesaggio;BOLOGNA;37;M;17
2020;3701;Bologna;LM-58;Astrofisica e Cosmologia;BOLOGNA;37;M;17
2020;3701;Bologna;LM-57;Scienze dell'Educazione Permanente e della Formazione Continua;BOLOGNA;37;F;17
2020;3701;Bologna;LM-56;Health Economics And Management / Economia Sanitaria e Management;BOLOGNA;37;M;17
2020;3701;Bologna;L-30;Astronomia;BOLOGNA;37;F;17
2020;3701;Bologna;L-34;Scienze Geologiche;BOLOGNA;37;M;17
2020;3701;Bologna;L-38;Produzioni Animali;BOLOGNA;37;M;17
2020;3701;Bologna;LM-09;Biotecnologie Animali;OZZANO DELL'EMILIA;37;F;17
2020;3701;Bologna;LM-16;Finanza, Intermediari e Mercati;BOLOGNA;37;F;17
2020;3701;Bologna;LM-13ante22;Chimica e Tecnologia Farmaceutiche;BOLOGNA;37;M;17
2020;3801;Ferrara;LM/SNT1;Scienze Infermieristiche e Ostetriche;FERRARA;38;F;17
2020;3801;Ferrara;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;FERRARA;38;F;17
2020;3401;Parma;LM-13ante22;Chimica e Tecnologia Farmaceutiche;PARMA;34;M;17
2020;3401;Parma;L/SNT3;Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista);PARMA;34;F;17
2020;3401;Parma;L-07;Ingegneria Civile e Ambientale;PARMA;34;F;17
2020;3201;Trieste;LM-87;Servizio Sociale, Politiche Sociali, Programmazione e Gestione dei Servizi;TRIESTE;32;F;17
2020;3201;Trieste;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);TRIESTE;32;F;17
2020;3201;Trieste;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);TRIESTE;32;F;17
2020;3201;Trieste;L-41;Statistica e Informatica per l'Azienda, la Finanza e l'Assicurazione;TRIESTE;32;M;17
2020;3601;Modena e Reggio Emilia;LM/SNT1;Scienze Infermieristiche e Ostetriche;REGGIO NELL'EMILIA;35;F;17
2020;3701;Bologna;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);IMOLA;37;F;17
2020;3601;Modena e Reggio Emilia;LM-77;Economia e Diritto per le Imprese e le Pubbliche Amministrazioni;REGGIO NELL'EMILIA;35;M;17
2020;3601;Modena e Reggio Emilia;LM-77;Relazioni di Lavoro;MODENA;36;M;17
2020;3701;Bologna;L-25;Verde Ornamentale e Tutela del Paesaggio;IMOLA;37;M;17
2020;5802;Roma Tor Vergata;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);SORA;60;M;17
2020;5801;Roma La Sapienza;LM-91;Data Science;ROMA;58;F;17
2020;5801;Roma La Sapienza;LM-82;Scienze Statistiche e Decisionali;ROMA;58;M;17
2020;5802;Roma Tor Vergata;L-11;Lingue nella Societa dell'Informazione;ROMA;58;M;17
2020;5802;Roma Tor Vergata;LM-06;Biologia Evoluzionistica, Ecologia e Antropologia Applicata;ROMA;58;F;17
