"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",70077,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",2558,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",12569,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",1808,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",655,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",17597,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",9563,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",45248,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",5918,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",2162,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",62930,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",6448,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",39722,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",4648,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",1937,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",52794,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",1380,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",9997,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",879,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",462,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",12722,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",2654,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",16867,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",1443,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",824,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",21795,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",10389,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",61639,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",6362,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",3537,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",82008,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",1985,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",14848,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",1062,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",812,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",18712,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",531,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",3710,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",169,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",226,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",4637,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",7827,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",63908,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",2494,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",4239,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",78481,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","1","nubile/celibe","2020","2020",5132,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","2","coniugata/o","2020","2020",45830,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",2176,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","4","vedova/o","2020","2020",2410,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",55557,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",8384,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","3","divorziata/o","2020","2020",843,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y59","59 anni","99","totale","2020","2020",27657,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",7069,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",44880,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",5794,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",2802,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",60580,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",254,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",1281,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",217,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",105,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",1857,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",3008,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",16093,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",2525,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",979,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",22619,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",16397,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",101261,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",10430,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",5760,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",133949,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",1980,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",10791,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",1225,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",546,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",14544,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",1055,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",5011,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",631,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",256,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",6954,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",925,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",5780,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",594,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",290,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",7590,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",8135,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",53525,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",4980,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",2864,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",69527,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",2302,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",12517,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",1763,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",759,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",17347,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",9064,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",44414,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",5496,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",2419,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",61429,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",6094,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",38943,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",4281,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",2144,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",51500,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",1327,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",9528,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",781,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",549,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",12188,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",2431,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",16571,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",1320,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",871,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",21200,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",9601,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",59793,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",6094,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",3736,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",79288,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",1805,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",14744,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",969,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",899,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",18421,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",457,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",3587,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",157,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",243,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",4444,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",7320,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",62815,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",2337,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",4690,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",77176,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",4879,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",44732,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",2023,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","4","vedova/o","2020","2020",2538,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","99","totale","2020","2020",54177,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","1","nubile/celibe","2020","2020",891,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","2","coniugata/o","2020","2020",6535,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y60","60 anni","3","divorziata/o","2020","2020",207,,
