"ITTER107","Territorio","TIPO_DATO15","Tipo di indicatore demografico","SEXISTAT1","Sesso","ETA1","Età","STATCIV2","Stato civile","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",6976,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",193,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",4165,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",11902,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",163,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",1693,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",32,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",1045,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",2933,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",2187,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",21276,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",416,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",14426,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",38307,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",1996,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",19179,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",379,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",10680,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",32234,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",243,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",2845,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",33,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",1750,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",4871,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",861,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",8456,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",158,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",5298,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",14773,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",2350,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",21066,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",550,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",14228,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",38195,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",1546,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",7820,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",233,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",4579,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",14178,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",2758,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",25399,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",1164,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",15077,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",44405,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",76,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",624,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",30,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",384,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",1114,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",1135,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",9974,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",651,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",5917,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",17679,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",5990,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",52553,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",1930,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",30275,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",90760,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",764,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",4725,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",199,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",8367,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",346,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",2350,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",1257,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",4061,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",418,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",2375,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",91,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",1422,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",4306,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",2858,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",25206,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",781,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",43265,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",800,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",7020,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",372,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",4250,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",12443,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","1","nubile/celibe","2020","2020",2725,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",1103,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",13563,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",2679,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","3","divorziata/o","2020","2020",108,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","4","vedova/o","2020","2020",14419,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","2","coniugata/o","2020","2020",24393,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y80","80 anni","99","totale","2020","2020",41788,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",2535,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",23036,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",1101,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",15556,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",42233,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",70,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",584,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",29,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",434,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",1118,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",1139,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",8988,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",585,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",6188,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",16903,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",5543,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",47028,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",1768,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",31189,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",85531,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",677,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",4195,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",153,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",2663,,
"ITDA","Trentino Alto Adige / Südtirol","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",7688,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",292,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",2007,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",82,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",1240,,
"ITD1","Provincia Autonoma Bolzano / Bozen","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",3621,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",385,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",2188,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",71,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",1423,,
"ITD2","Provincia Autonoma Trento","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",4067,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",2689,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",22197,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",682,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",14851,,
"ITD3","Veneto","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",40421,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",708,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",6191,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",324,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",4429,,
"ITD4","Friuli-Venezia Giulia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",11654,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",2496,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",22680,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",971,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",14451,,
"ITD5","Emilia-Romagna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",40600,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",1840,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",20693,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",706,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",12760,,
"ITE1","Toscana","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",35999,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",444,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",4899,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",137,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",8619,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",867,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",211,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",5518,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",14764,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",2627,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",1220,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",16606,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",45267,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",531,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",5891,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",10598,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",16,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",2442,,
"ITE2","Umbria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",3139,,
"ITE3","Marche","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",8168,,
"ITE4","Lazio","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",24805,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",157,,
"ITF1","Abruzzo","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",4019,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",100,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",1400,,
"ITF2","Molise","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",926,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",2009,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",17996,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",351,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",13924,,
"ITF3","Campania","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",34281,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",1791,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",16747,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",333,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",10801,,
"ITF4","Puglia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",29672,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",225,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",2553,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",30,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",1740,,
"ITF5","Basilicata","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",4548,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",773,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",7420,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",145,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",5296,,
"ITF6","Calabria","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",13634,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",2193,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",18545,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",486,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",14190,,
"ITG1","Sicilia","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",35414,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","1","nubile/celibe","2020","2020",1391,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","2","coniugata/o","2020","2020",6468,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","3","divorziata/o","2020","2020",188,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","4","vedova/o","2020","2020",4438,,
"ITG2","Sardegna","JAN","popolazione al 1º gennaio","9","totale","Y81","81 anni","99","totale","2020","2020",12485,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","1","nubile/celibe","2020","2020",2290,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","2","coniugata/o","2020","2020",19281,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","3","divorziata/o","2020","2020",889,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","4","vedova/o","2020","2020",14938,,
"ITC1","Piemonte","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",37401,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","1","nubile/celibe","2020","2020",70,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","2","coniugata/o","2020","2020",466,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","3","divorziata/o","2020","2020",25,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","4","vedova/o","2020","2020",414,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",975,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","1","nubile/celibe","2020","2020",972,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","2","coniugata/o","2020","2020",7751,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","3","divorziata/o","2020","2020",488,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","4","vedova/o","2020","2020",6032,,
"ITC3","Liguria","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","99","totale","2020","2020",15244,,
"ITC4","Lombardia","JAN","popolazione al 1º gennaio","9","totale","Y82","82 anni","1","nubile/celibe","2020","2020",4904,,
